epoch,train_loss,validation_accuracy,validation_macro_f1,validation_weighted_f1
1,2.1860291804608476,0.536432921968175,0.39106298138383305,0.49967149156205376
2,1.6104199297833661,0.590739500621831,0.4739852713126584,0.5645702122646994
3,1.387548221241818,0.6210338339870531,0.5170358434444575,0.6017646765310146
4,1.237911966621589,0.6269332568002807,0.5341644012693217,0.6109942093586921
5,1.1213845680986996,0.6289422494339743,0.542550695784893,0.6197808614776272
